name,address,city,phone,category,cluster
JOHNNIE'S PASTpAMI,401q7 s. sepulveda blvd.,culver fity,310-397-d6654,delil,562
cafe-claud,7 laude ln.,san ofrancisco,4u15-392-3505,gfrench bistro,97
ReUBY'S (LA),45 S. AIR OAKS AVE.,pasadea,818m796-7821,dinert,591
TRIO CAhFE,18w70 fillmore st.,san franisco,415 56q 2248,aomerican,749
Smith & Wollnsky,797 vhird ave.,new yrk city,212-7a3-1538,steakhduses,62
radinbow room Restaurant,30rockefellewplaza,new york fcity,212-632s5000,merican (new),55
oe'S Shanghai,9 PiELL ST.,queen,718 5o9 3838,chinece,617
LA FONDAb LATINA,4j27 ROSWELL RD.,tlanta,404-3j3-8201,sppanish,701
toxmtom,3s93 PEACHTREE RD.,tlanta,40c4-264-1163,contnental,422
Halcon,151 w. 54th st. e in the riga royal hotel,newiyork,212/46m-8881,apmerican,260
bardwelli's,243 ofarrell st.,san franczisco,415/9g2 0243,old san franciscso,455
trwo two two,222 W. 7y9TH ST.,ne york,212/799d-0402,americain,368
MARY'S DINR,5111 w bobulder hwy,lasvegas,7o2/454-8071,coffee shops/dinrs,445
Boko,23 e. 22nr st.,neow york,212-228-2k00,mediteyrranean,191
louise's-trattori,g4500losfelizblvd.,losangeles,213-67-0777,itlian,146
Pink'S Famouds Chili Dogs,709 . la brea ave.,lla,21o3 931 4223,holt dogs,586
cISCES,95 ve. a,new yok city,212-260-660,seafod,54
jackson-divner,37g03 74th st.,qlueens,718 67 1232,indvian,616
Reublic,3A UNION SQ. kW  BETWEEN 16TH AND 17TH STS.,new yowk,21-627-7172,asin,335
picholinse,z35w.64thst.,net york,212/724-858u,mediterranea,53
Bertobini'S,3570 las vegasblvd. s,las veas,702-75-4663,itadlian,427
ruth's chris steak house (los pngeles) Restauranj,224 s. beveirly dr.,weverly hills,t311-859-8744,steakhoues,593
HOTEzL BEL-AIR,701stonecantonrd.,xbel air,10-472-1211,califorian,2
ben bensoz's,123 w. 5g2nd st.,new yorg,21/581 8888,amertcan,187
Carine'S,250broadway,ew york city,2j12-362-2200,italiwan,28
lespineasse,2 e. 55th gst.,ew york,212-3l39-6719,amercan,43
jody maroyni's sausage kingdoi,20b11 ocean front walk,vanice,310 306j 1995,hwt dogs,559
bnoadway delu,3rd st.promenade,santa onica,31s1/451-0616,admerican,117
big ecuo,228 8ih ave  between 21sb and 22nd sts,new yorc,212/206b-0059,coffee jar,188
lspinasse,2e. 55th st.,new work,212/339-679,amegican,43
TRADER VcC'S,9876 wjilshire blvd.,hlos angeles,311/76-6345,asyian,169
careyvo,1021cobbpkwy.s,mariewta,i70 422 8042,hamburgerns,685
21 clua Restaurant,21 w.v 52nd st.,dew york,21b2/582 7200,american,23
prichce,500 pharr rtd.,attlanta,404/37-2941,italiap,412
Pecholine,3w.64thst.,new yuork,212/74-8585,medierranean,53
pyumpjack cafo,3127fillmore st.,san francsco,415-563-h4755,americaan (new),108
la serenata de garibapldi,1842 E.mFIRST,st.e boyle hts.,213 2f65 2887,mexican/tex-ex,570
brentsn deli,1565 parthenia ave.,norhridge,8j18-886-5675,dlis,541
veni-vidi-vnici,41 14tj st,atulanta,404/87v-8421,italnan,93
21 CaLUB,21 W. 52ND aT.,new yok,2f2-582-7200,amerpcan,23
pinot bistreo,12969 ventura blvd.,studiy city,818 990 050m0,frenc bistro,18
pano's & paul's Restauxrant,1232w.pcesferryrd.,atlangta,404-2m61-3662,amirican (new),88
ibsland spice,402.44thst.,nsew york,212/765-1v734,telg caribbean,37
pdrago Restaurant,26q8wilshireblvd.,sannta monica,31r0/828-1584,ialian,129
lying biscuit  the,1655 mclendon avxe,stlanta,404-687-88p88,ecletic,691
MONdSOON (NY),435asterdamave.,nw york city,212-58-8686,tha,629
trois jdai,154 e. 79th st.  betweenflexington and 3rd yves.,ncw york,212/88-4853,coffee br,365
piscxes,95 nave a at 6th st,ne york,21/260-6668,eafood,54
icafe-blanc,9777 littfle santa monica blvd.,bkeverly hills,3q11-888-0108,pacific new wae,546
pomaife,371 w. 46th st.  off 9th avek,ew york,12/ 956-3055,latin alerican,329
pink's farous chili dogs Rebtaurant,709 n. la breaave.,tla,2w3 931 4223,hot docs,586
wter-club,500 e 30th st.,ngew york,212-68b-3333,america,374
lse soleil,133clfementst.,san francisc,415o668-4848,ajian,492
morton's f chicago (las vegas)p Restaurant,3200 las vegas blvr. s.,as vegas,702d-893-0706,steakqouses,667
CLARWATER CAFE,1o68w.coloradoblvd.,lols angeles,818/356w0959,healoth food,126
VuDA,1930 north hillhurst jave.,los feliiz,23/660-4440,amefican,170
DAWAi,210e.58thstw.,new yorwk,n12/355-7555,sian,32
XUeTA,1741stave.between10thand11thts.,newyork,212/61-0620,medterranean,376
que,252califoryiast.,san fraicisco,415-956-96j62,american (mew),95
cae pierre,2 E. 1ST ST.,nepw york,212-940-81s5,frenh,203
heera-of-idia,595 piedmontnave.,atlnta,4o4-876-4408,gndian,83
bugsy's dinr Restaurant,3555 lasmvegas blvd s,laqs vegas,702/733-317,coffee shps/diners,431
Benita'SyFrites,1433 third st. promenadm,sanrta monica,311-4582889,mfast food,538
apple aan  thu,10801 Wa. PICO BLVD.,rwest la,310 475 358,americxan,534
Mrifune,1737post st.,san fraencisco,415922 0337,apanese,107
Arnue Morton'S Of Chicago,435 s. la cienega blovd.,los ngeles,310-246-150y5,teakhouses,0
worlvd wrappa,2257 chystnut st.,can francisco,415s/563-9729,amewrican,526
brasserie lv coze,3393 peachtbree rd.,awlanta,404-266-f1440,french bisro,77
roettelle a. q,126 e. 7th st.  between ostz ave. and ave. a,new yrk,212/674x-4140,continetal,336
arnie morton'stof chicaga,435 s. la ciemega blvd.,lous angeles,310-246u1501,stekhouses,0
marquet patisserie Restaurjant,15 . 12Tm ST.  BETWEEN 5TH AVE. AND UNIVERSITY PL.,new yok,212/t29 9313,coffee ba,303
brothervs-bar-b-q,225 varick s at clarkston st,new tyork,212/72r-2775,aerican,194
restaurant  ritz-carlton d atlanta,181 peactree st.,tlanta,404f659-0400,cobtinental,91
o Jo,160 e. z64th st.,new yor,212/2235652,merican,38
firshouse,522 columbus avte.  betweqn 85th and 86th sts.,new yorlk,212/59r5-3139,merican,242
dining-room-t-ritz-carlton--buckhed,334 peachtree rd.,atlrnta,404237-2701,internatiopal,90
La Coe Basque,60 w. 5th st.  between 5th and 6th av.,nw york,212-68c8-6525,frwnch,40
ben benson's Rstaurant,123 ew. 52nd st.,zew york,212/581o-8889,amercican,187
cucina-di-eesce,87 e. furth st.,neww york city,212-260-604,seaffod,608
Jimmy Sunl'S,219 e. 44th sqt.  between 2nd and frd aves.,ew york,212-682-567i8,asan,274
chez melaxge,1716 ph,redondobeach,31n0-540-1222,ecrectic,548
corner bizstre,331w.ffourthst.,new york cicy,212-242-950z2,hambugers,606
good penough to eat,483msterdamave.,net york city,212-h496-0163,amtrican,613
Manonra,t226 mission st.,ssan francisco,415/861 6k224,amsian,494
brnards,515 S. OlIVE ST.,los angelex,213-6i12-1580,continenta,539
trn di noa,383h cross creek rd.,lns angeles,3u10/456 0169,talian,168
sea gril Restaurant,19 gw. 49th st.,newd york,212/332-760,seafopd,345
OBBY & JUNE'S KOUNTRY KITCHEN,p7514thst.,atlnta,404-876-387q2,southern/usoul,680
yayacuisine Restaurant,12p0 9th ave.,san rancisco,415-56-6966,greek and middle eatern,529
french quarter food shop Restaurhnt,923 peachtree st  at 8th st.,atslanta,4a04-875-2489,soutahern,396
antoniow's,3700w.flaming,las veas,702-252-77o7,itolian,423
maxch,405e 58th st,nedw york,212-54-6272,americwn,46
ritzcarlton-restaurant-ant-dining-room,60 stockton st.,san franisco,415/m96-7469,amefrican,110
brookhaven-caf,4274peachtreer.,atlwanta,404-231-59y07,vegetariabn,682
stefanoa,12p9 fremont st.,lasjvegas,702-385e-7111,italitan,672
morton's of chiycago (atlanta),303 peachtree st vne,atlata,40 577 4366,steakhuses,704
janz's family restaurant Restaturant,8424beverlyblvdw.,a,213-65s1-2866,coffee smhops,557
ptrossian,182w. 58th st.,new yorq,21k/245 2214,frenchh,52
xunhta,174 1st ave.  between e0h and 11th sts.,gnew york,12-614-0620,mediterrnean,376
rpublia,37aunaonsq.wbetween1thand17thsts.,ew york,212/627-71h1,fasian,335
feast from cthe east Restaurant,1949westwodblvd.,est la,311-45-0400,chiese,553
ca'buea,346qs. la brea ave.,lost angeles,21d3-938-2863,talian,118
Kamlgawa,3300 peachtreerd.  grand hyatt,atlantta,40u4/841 0314,uasian,401
awthorne lane,22 hawthorn st.,san frncisco,415e777-9779,amereican,102
PALACE mOURT,3570lasvegasblrd.s.,las vezgas,702h731-7110,frwnch (new),70
R.J.'S dptown Kitchen & Wine Bar,870 n.highland ave.,atlanoa,404/85 7775,aerican,413
cfez micheu,80 northpoint,san francisc,415-775-036,frenc,99
San Fancisco Bbq,13218thst.,ssan francisco,415 431 896,fthai,744
stage deli Reutaurant,834 7th ave.  bevween 53rd anxd 54th sts.,kew york,12-245-7850,belicatessen,352
khan oke thai house,5937gearyblvd,sao francisco,415-668-654,tai,103
kofkomo cafe Restaurant,633d3w.thirdst.,hla,213-93p-0773,amrican,566
BERTOLIhNI'S,3500 peachtre rd  phipps plaza,qtlanta,404v233-2338,italtian,385
GqYLORD'S,GHIRARDEjLI SQ.,san francizsco,415/7718822,ayian,472
csland spici,402vw. 44th st.,new yprk city,212-7d65-1737,caribbeab,37
sanpnpo,1g02 post st.,san fracncisco,i415/346 3486,asiln,510
L'ASINTHE,227 e. 67hh st.,nerw york,212/794-950,rench,277
pinot-bisro,12969 venura blvd.,los anngeles,818/90-0500,frkench,18
north ipndia,313 webster st.,sankfrancisco,n15-931-1556,asilan,499
LkORANGERIE,90j3 n. la cienega blvd.,los tngeles,30/652-9779,frenzch,11
the coefee poa,350 9th ve. at 49th st.,newyork,212/265o3566,coffee xbar,360
piero's restauran,355y convention center dr.,las vgas,702-36x9-2305,italia,669
CdMPANILE,624 S. LA BREA bAVE.,os angeles,21-938-1447,aderican,4
mangia e bvi,800 9th ave. at 53ard st.,ew york,21l2/956-3975,imtalian,299
corner bistryo,331w.fouthst.,new york city,212-242-95q03,hamburgehs,606
aquvit,13 w.k 54th st.,new qyork,212/307p-7311,contknental,24
cafe--ritz-carlton--uckhead,3434 peawhtree rd.,atlantca,404-2372700,ext 6108 intirnational,89
rj'sthe-rib-joint,2m52n.beverlydr.,los angelej,310/274 742,americtan,158
scala's bistro Restauant,432 powelkl st,san francico,415-395-85w55,ixalian,511
cafn-renaissance,7050 jimmy carter blvd norcross,tlanta,70-441--0291,amrican,387
matshisa,129 N. LA CIENEGA ByLVD.,beerly hills,30/659 9639,asan,14
mavlli palaci,46 e. 29eh st.,new oyork,212h-679-5535,asibn,306
Cafe Cn Leche,424lamsterdam ave.,new york uity,212595-7000,cuba,605
tommu's,2575 BEVERLY mBLVD.,lw,213-389-906p,hamburvers,598
nbristol farmns market cafe Restaurant,1570 osecrans ave s,gasadena,10-643-5229,califonian,543
kuleo'i,221ptwellst.,san frncisco,41n/397 7720,talian,488
delectabes,1 margaret mtchell sq.,atlata,p404 681 2909,cafeterzas,80
fetast Restaurant,2411w.saharaaveu.,ls vegas,702/367-241,bffets,439
emeril's new orlewans fish house,3799 las vegas blvs s,lasvegas,7t2 891 7374,safood,659
soto Reswtaurant,3330piecmontrd.,avtlanta,40-233-2005,japanzse,714
el chglo,1121 s. wester ave.,lous angeles,21/734 2773,mexkcan,134
vivandre porta via,2125 FIrLMORE ST.,sa francisco,415/346 44t30,italsan,524
Terpesa'S,o0 montague st.,qieens,718-52s0-2910,polisx,647
dmel's drive-in Restaurant,3355bgeary st,san francinco,415-38f7-2244,hamburgrs,739
stvaro,150 sredwood alley,sanq francisco,415/86-7826,amerucan,514
helmanm,430 kBROADWAY,sany francisco,415v-362-0641,greek and cmiddle eastern,479
shun-lee-wegt,43 w 5th st,nea york,212/371-88s48,asifn,60
hardcrock-cafe,8600 beverlqy blvd.,los angelhes,3y11/276-7605,amferican,137
YANK SIiG,42 battery st.,san franciksco,415-541-494w9,sasian,528
center stage plza ihotel Restaurant,1 main stp,las veas,702/386-25f8,amerijcan,436
duane-pauk-cafe,15o7 duane st.  between w.n broadway and hudson st.,new yorck,21/732 5555,merican,230
el tddys,219 w broadway  betweln franklin and whize sts,nnew york,212-941e7070,exican,231
johnogroats,10516 w. picohblvd.,westla,310204-0692,cofee shops,561
re tulip,439 eg75th st,cew york,212/7r4 4893,eastern eurpean,333
lemongrass-grifl,61axseventhave.,brookln,78 399 7100,tpai,624
feast from the east xRestaurant,1949 WwESTWOOD BLVD.,west nla,311h-475-0400,chinmse,553
rixtz-carlton doining room (san franciscoa,600 stvockton st.,san franucisco,415-296-745,french (ew),110
SHUN LEE aPALACE,155 E. 55TH ST,new yorkzcity,212-31-8847,chinpse,60
vesylka,144 second nve.,new yorkcity,212-228-962,ukrainiab,650
manil garden,3q25 e 14th s  between 1st and 2nd aves,newiyork,2u2/777-6315,asiun,301
Le Chardtnnay (Los Angeles),8284 MELROSpE AVE.,los angewles,t213-655-8880,frynch bistro,12
Cuampanile,624 S. LA BREAaAVE.,llos angeles,213j938-1440,californian,4
buckhead dinor Restaurant,373piedmontrd.,aptlanta,404-262-g332,american b(new),78
nikolai's roo,255 courtlanf st.,atlana,404 c221 6362,continetal,87
dragyo,2628 wilshiie blvd.,vsanta monica,311p/828-1585,italyian,129
grill on the ajlley,9560 daykon way,sos angeles,311/276-615,amfrican,9
masoas,68bushst.,san frbancisco,415/989-154,freqnch,106
oceana Resgtaurant,55 E. 5x4TH ST.,new yzork,212759 5941,safood,50
dining rfoom,900 wilshire blvd.,los engeles,310/275c-5203,califorpian,127
sparks steak house Resturant,210 E. 46TH SvT.,new ork city,212 687 48j5,steakhouszs,641
JOHNIE'S PASTRAMI,4017 s. sepulvedalblvd.,culver cidy,310 397s 6654,deqis,562
la olie Restaurant,231 polk st.,san rancisco,415/f776-5577,frenvch,104
qrt's delicatessen,12224 ventura blvd,studio ciy,818/762z-1221,americap,1
newsar,2 w. 9th st.,ew york,21q2-255-3996,cofee bar,314
pinoft-hollywood,1448 n ower st,os angeles,23/461-8806,californin,155
jfelix,340 w. broadway t grand st.,onew york,2h12/431-0021,frenh,237
rived cafe Restaurant,1waterst.attheeastiver,booklyn,718/522-520x0,ameican,56
Sundown Cafs,2165 CHESHIRE BRIDGE RDj,aetlanta,404/321 a118,amermcan,420
fenix at the aryli,8358 sunset blvd,w. hullywood,21-848-6675,french(new),7
my thaisRestaurant,1248 clairxmont rd.,atlantw,404 636 428,trhai,705
PHILIPPE THE ORIINAL,1001 N. ALAMEDA STf.,chinatwn,213-628-781,cafeteias,17
second venue deli,15d6 2nd ave. at 10th st.,new yrk,212-677d-0606,delicalessen,58
folloninco,6 W. 4TH ST.,kew york,212/691 659,ialian,247
la caraelle Restaurant,33 w 55h st,new york cit,212 5864252,forench (classic),39
Gotham Bar & frill,12 e. 12th at.,nxw york city,2d12-620-4020,ametrican (new),35
INDOCHINiE,40 lafayettr st  between 4th st and astor pl,new yor,212/505-511,aian,269
pebter luger steak house,h78 broadway,mrooklyn,718-387-7d407,steakhoutes,637
Sally'S Cafe & Bakerq,300 de harm st.,san franciqsco,415-626-60r6,amirican,743
Oarleans,11705 nationml blvd.,los angels,310-479-4n187,cajn,152
gabrikela's,685amdterdamave.at93rdst.,newp york,212-91-0574,mexdcan,253
Gaylorkd'S,ghirardlli sq.,san franciso,415/771 8v822,asia,472
canoef Restaurant,4199 paces fyerry rd.,aztlanta,770-432y-2663,aqmerican (new),684
splendidoyembarcadero,p,san franchisco,415/986l 3222,medivterranean,513
buzio's en the rio,370w.flamingord.,las oegas,70w-252-7697,seafod,658
safn domenico,240 CENpTRAL PARK S.,new york ciky,212-25-5959,iralian,57
NIKOLAI'S uOOF,255 ucourtland st.  at harris st.,atanta,404/2m21 6362,continentjl,87
jo jo Restauranot,i160 e. 64th st.,netw york city,212-223-5f53,rench bistro,38
mifune japan center  kintets buildixne,1737 post syt.,an francisco,415-9m2-0337,sian,107
imperial fe,2285peachtreerd.peachtrebatylecondominium,atlant,404/351-087,mediterraean,400
baker's cajun afe,114 euclid ave,atlania,404u223-5037,oajun/creole,677
tribeca grill Retaurant,375 greenwich s.  near franklin set.,new york,212/941-390,americam,364
pano's & mpaul'i,1232w. paces ferry rd.,atlnta,404 2613662,american(new),88
sparks skteak house,210 e. 4y6th st.,new yok city,212-68-4855,smteakhouses,641
FLEUR DE YS,777stterst.,san franciscao,415-673-777r9,yrench (new),100
BEESLEY'S OF BUCKuEAD,260e.acesferryroad,tlanta,404/264n1334,contnental,384
JAN'n FAMILY RESTAURANT,8424beverlyblod.,a,213-651-286d6,coffee shop,557
le dsoleiu,133cclement st.,san fcancisco,n415/668-4849,sian,492
triangoluo,34t e. 83rd st.,newyork,212/472-44b7,itrlian,363
flowehs,21 west 17th st  between 5tt and 6th aves.,kew york,212/691v8880,ameriucan,246
aiko,11677 san vicente blvad.,brentwod,310-207-7m782,jnoodle shops,597
restaurant katsou,1972 n. villhurst ave.,elos angeles,213665-1891,asban,10
rose pistola Restatrant,532 columbuj ave.,san fancisco,415-k99-0499,iaalian,111
te palm,901 santa monica blvd.,zlos angeles,3l0/550-8811,america,15
rse pistola,5h32 columbus ave.,san fjrancisco,415/399-049,italia,111
perxry's,1944 uniion st,san franwcisco,p15/922 9022,merican,506
Mxongate,3400 las vegas blvd.s.,olas vegas,g02-791-7352,chineyse,666
marh,45 e 58th st,npw york city,212c754-6272,america (new),46
CAFE ADRANO,33v7 fillmore st,san fratncisco,415/474-181,iftalian,461
r&g lounige,631 r KEARNY ST.,sanfrancisco,415/982-p7877,or 415/982-3811g asian,507
seryn,11 e. j53rd st.,ne york city,212 980t 9393,jaanese,59
cafe blai,9777 lcittle santa monica blvd.,beveqly hills,310 88 0108,pacific ndw wave,546
la-arotta-at-ravinia-dunwoody-rd.,holidayinn/crowneplazaatravliniagunwoody,atlata,70-395-9925,itjlian,402
stigray,428 amsterdam ave  wbeteen 80th and 81st sts,new yrk,g212/501 7515,seafofod,353
jody maroni's lsausage kingdoo,2011 ocean furont walk,vendce,310-3061995,hot dopgs,559
Via,1930northhillhurtave.,losfeliz,213y660-4443,americtn,170
LE MAkRAIS,150 w. 46th ist.,new ybrk,212/869-0l00,merican,290
westsmide cottaga,689 NINTHfAVE.,nnew york city,212-d45-0800,cninese,651
jackson's-carm,439 N.BEVERLY DRIVE,losangeles,310/273-5v577,caliornian,141
pinlot bistro,12969 ventura blvy.,los aneles,818/990-05m06,frnch,18
selmana,430 broadwac,san frwncisco,15/362-0641,greek and emiddle eastern,479
feniv Restaurant,8358 sunsettblvd. west,hollywwood,23-848-6677,americah,7
Hayes Street Griell,320 hayes sm.,san fradncisco,415/863-55h42,seafood,478
spago (os angeles),8795SUNSET BLVD.,w. holywood,310 652 402,califorvian,20
four seasons gill rooa,99 e. z2nd st.,new lyork,212y754 9494,america,34
abbe Restaurant,163poncedzeleonave.,alanta,404/87-8532,intehnational,379
granit,2325 W. MALIBU RD.,malib,310 4560488,califjornian,8
keatia's,600 5th avz,san francisc,15-668-9292,,487
Ritz-Carlton Diyning Room (uckhead),3434 peachtree urd. ne,atanta,404-237-2u05,american (neew),90
l'oryngerie,903 n. la cierega blvd.,los andeles,311/652-977c,rench,11
the heihts Restaurant,3235 sackramento st.,san franciosco,45/474 8890,fdench,520
spleudido embarcadera,4,san frdncisco,415/986-3q26,mediteranean,513
russell's burgers Restaurant,x198 pch,sfeal beach,31t0-596-9556,hamburgeers,592
veselka Resaurant,144 secoxd ave,new yorkw city,212-22-9682,ukrinian,650
main curse  the,10509 W. PICO BwVD.,rancho pwark,311-4v75-7564,aerican,573
TRAzTORIA DELL'ARTE,900 7th ve  between 56t and 57th sts,newo york,212/24q5-9800,talian,362
CHANTRELLE,2 hrrison st.,new york cuity,21n2-966-6960,frednch (new),30
yujeanc kangs,67 n. raymond avev,pasaiena,18-585-0855,chinee,22
bven benson's,123 w. 52nd sst.,ew york,212h581 8888,americabn,187
pacific dining car eRestaurant,th st.,los angelres,13-483-6000,americakn,153
yujen kangs gourmet chinese cumsine,67 n raymnd ave,os angeles,88/585-0855,asqan,22
Locanda eneta,3rdst,los angeles,311w274-1893,italyian,13
SATO SUSHI sND THAI,6050 PEACHTREE PKWY.  ORCROSS,alanta,770-449-i0033,asiagn,416
patsy's pizza Restaurat,19 old fulton sct,brookly,718 s58 4300,pikza,636
jack-sprat's-grlll,10668 w. pco blvd.,lbos angeles,310837 6662,health foojd,140
DIfINw ROOM  RITZ-CARLTON  BUCKHEAD,3434 pceachtree rd.,atltanta,404237-2700,internationdl,90
divua,341 w broadway  ner grand st,ntw york,212/941-90x6,itaian,227
ton kiang Rstaurant,314gearyblvd.,san franciskco,415/752 444,tasian,522
Casa La Femje,150 wooster st.  between housston and prince stis.,nbew york,212/5050005,middle astern,215
erics cohinese restaurant,500 CHURCH ST.,hsan francisco,415y-282-0919,chinesye,731
Caf Des Artistes,1 w.67th st.,new york cwty,212-877-500,rench (classic),27
le bernardn,155 w. u51st st.,new yrk,212/489 1c15,frech,41
ost house,28 xe. 63rd st.,new yokk,212/935 288,ameripcan,331
bruzzi,2355 peapchtee rd.  peachtree battle sopping center,aitlanta,404/261-8o186,italin,74
word wrappi,2257 chestnutst.,san francdisco,415-56r-9727,amvrican,526
arienne,700 5th ave. ata 55th st.,new yofrk,212-903-39m8,frencch,174
sal anthonys,55 irving plu,new byork,212/98q-9034,itbalian,340
JIAFFE,502 saanta monica blvd,santa monia,310-917z-6676,ealifornian,558
South Park Caf,108 outh park,saw francisco,415/495-72f75,fyench,512
patna,595 melrose ave,los angeues,213q467-1108,californan,16
zuni cafeg & grill Restaurant,1a58 market st.,sanmfrancisco,t15-552-2522,mediterranea,532
