name,address,city,phone,category,cluster,processed_name,processed_address,processed_city,processed_phone,processed_category,cluster_id
cISCES,95 ve. a,new yok city,212-260-660,seafod,54,cisces,95 ve a,new yok city,212260660,seafod,950
jackson-divner,37g03 74th st.,qlueens,718 67 1232,indvian,616,jacksondivner,37g03 74th st,qlueens,718 67 1232,indvian,250
Reublic,3A UNION SQ. kW  BETWEEN 16TH AND 17TH STS.,new yowk,21-627-7172,asin,335,reublic,3a union sq kw between 16th and 17th sts,new yowk,216277172,asin,877
picholinse,z35w.64thst.,net york,212/724-858u,mediterranea,53,picholinse,z35w64thst,net york,212724858u,mediterranea,206
Bertobini'S,3570 las vegasblvd. s,las veas,702-75-4663,itadlian,427,bertobinis,3570 las vegasblvd s,las veas,702754663,itadlian,218
ruth's chris steak house (los pngeles) Restauranj,224 s. beveirly dr.,weverly hills,t311-859-8744,steakhoues,593,ruths chris steak house los pngeles restauranj,224 s beveirly dr,weverly hills,t3118598744,steakhoues,262
HOTEzL BEL-AIR,701stonecantonrd.,xbel air,10-472-1211,califorian,2,hotezl belair,701stonecantonrd,xbel air,104721211,califorian,873
ben bensoz's,123 w. 5g2nd st.,new yorg,21/581 8888,amertcan,187,ben bensozs,123 w 5g2nd st,new yorg,21581 8888,amertcan,951
Carine'S,250broadway,ew york city,2j12-362-2200,italiwan,28,carines,250broadway,ew york city,2j123622200,italiwan,9
lespineasse,2 e. 55th gst.,ew york,212-3l39-6719,amercan,43,lespineasse,2 e 55th gst,ew york,2123l396719,amercan,952
jody maroyni's sausage kingdoi,20b11 ocean front walk,vanice,310 306j 1995,hwt dogs,559,jody maroynis sausage kingdoi,20b11 ocean front walk,vanice,310 306j 1995,hwt dogs,475
bnoadway delu,3rd st.promenade,santa onica,31s1/451-0616,admerican,117,bnoadway delu,3rd stpromenade,santa onica,31s14510616,admerican,791
big ecuo,228 8ih ave  between 21sb and 22nd sts,new yorc,212/206b-0059,coffee jar,188,big ecuo,228 8ih ave between 21sb and 22nd sts,new yorc,212206b0059,coffee jar,58
lspinasse,2e. 55th st.,new work,212/339-679,amegican,43,lspinasse,2e 55th st,new work,212339679,amegican,952
TRADER VcC'S,9876 wjilshire blvd.,hlos angeles,311/76-6345,asyian,169,trader vccs,9876 wjilshire blvd,hlos angeles,311766345,asyian,31
careyvo,1021cobbpkwy.s,mariewta,i70 422 8042,hamburgerns,685,careyvo,1021cobbpkwys,mariewta,i70 422 8042,hamburgerns,930
21 clua Restaurant,21 w.v 52nd st.,dew york,21b2/582 7200,american,23,21 clua restaurant,21 wv 52nd st,dew york,21b2582 7200,american,323
prichce,500 pharr rtd.,attlanta,404/37-2941,italiap,412,prichce,500 pharr rtd,attlanta,404372941,italiap,23
Pecholine,3w.64thst.,new yuork,212/74-8585,medierranean,53,pecholine,3w64thst,new yuork,212748585,medierranean,206
pyumpjack cafo,3127fillmore st.,san francsco,415-563-h4755,americaan (new),108,pyumpjack cafo,3127fillmore st,san francsco,415563h4755,americaan new,260
la serenata de garibapldi,1842 E.mFIRST,st.e boyle hts.,213 2f65 2887,mexican/tex-ex,570,la serenata de garibapldi,1842 emfirst,ste boyle hts,213 2f65 2887,mexicantexex,757
brentsn deli,1565 parthenia ave.,norhridge,8j18-886-5675,dlis,541,brentsn deli,1565 parthenia ave,norhridge,8j188865675,dlis,14
veni-vidi-vnici,41 14tj st,atulanta,404/87v-8421,italnan,93,venividivnici,41 14tj st,atulanta,40487v8421,italnan,682
21 CaLUB,21 W. 52ND aT.,new yok,2f2-582-7200,amerpcan,23,21 calub,21 w 52nd at,new yok,2f25827200,amerpcan,953
pinot bistreo,12969 ventura blvd.,studiy city,818 990 050m0,frenc bistro,18,pinot bistreo,12969 ventura blvd,studiy city,818 990 050m0,frenc bistro,193
pano's & paul's Restauxrant,1232w.pcesferryrd.,atlangta,404-2m61-3662,amirican (new),88,panos pauls restauxrant,1232wpcesferryrd,atlangta,4042m613662,amirican new,330
ibsland spice,402.44thst.,nsew york,212/765-1v734,telg caribbean,37,ibsland spice,40244thst,nsew york,2127651v734,telg caribbean,954
pdrago Restaurant,26q8wilshireblvd.,sannta monica,31r0/828-1584,ialian,129,pdrago restaurant,26q8wilshireblvd,sannta monica,31r08281584,ialian,940
lying biscuit  the,1655 mclendon avxe,stlanta,404-687-88p88,ecletic,691,lying biscuit the,1655 mclendon avxe,stlanta,40468788p88,ecletic,111
MONdSOON (NY),435asterdamave.,nw york city,212-58-8686,tha,629,mondsoon ny,435asterdamave,nw york city,212588686,tha,237
trois jdai,154 e. 79th st.  betweenflexington and 3rd yves.,ncw york,212/88-4853,coffee br,365,trois jdai,154 e 79th st betweenflexington and 3rd yves,ncw york,212884853,coffee br,326
piscxes,95 nave a at 6th st,ne york,21/260-6668,eafood,54,piscxes,95 nave a at 6th st,ne york,212606668,eafood,259
icafe-blanc,9777 littfle santa monica blvd.,bkeverly hills,3q11-888-0108,pacific new wae,546,icafeblanc,9777 littfle santa monica blvd,bkeverly hills,3q118880108,pacific new wae,77
pomaife,371 w. 46th st.  off 9th avek,ew york,12/ 956-3055,latin alerican,329,pomaife,371 w 46th st off 9th avek,ew york,12 9563055,latin alerican,25
pink's farous chili dogs Rebtaurant,709 n. la breaave.,tla,2w3 931 4223,hot docs,586,pinks farous chili dogs rebtaurant,709 n la breaave,tla,2w3 931 4223,hot docs,949
wter-club,500 e 30th st.,ngew york,212-68b-3333,america,374,wterclub,500 e 30th st,ngew york,21268b3333,america,895
lse soleil,133clfementst.,san francisc,415o668-4848,ajian,492,lse soleil,133clfementst,san francisc,415o6684848,ajian,115
morton's f chicago (las vegas)p Restaurant,3200 las vegas blvr. s.,as vegas,702d-893-0706,steakqouses,667,mortons f chicago las vegasp restaurant,3200 las vegas blvr s,as vegas,702d8930706,steakqouses,442
CLARWATER CAFE,1o68w.coloradoblvd.,lols angeles,818/356w0959,healoth food,126,clarwater cafe,1o68wcoloradoblvd,lols angeles,818356w0959,healoth food,722
VuDA,1930 north hillhurst jave.,los feliiz,23/660-4440,amefican,170,vuda,1930 north hillhurst jave,los feliiz,236604440,amefican,883
DAWAi,210e.58thstw.,new yorwk,n12/355-7555,sian,32,dawai,210e58thstw,new yorwk,n123557555,sian,955
XUeTA,1741stave.between10thand11thts.,newyork,212/61-0620,medterranean,376,xueta,1741stavebetween10thand11thts,newyork,212610620,medterranean,956
que,252califoryiast.,san fraicisco,415-956-96j62,american (mew),95,que,252califoryiast,san fraicisco,41595696j62,american mew,957
cae pierre,2 E. 1ST ST.,nepw york,212-940-81s5,frenh,203,cae pierre,2 e 1st st,nepw york,21294081s5,frenh,462
heera-of-idia,595 piedmontnave.,atlnta,4o4-876-4408,gndian,83,heeraofidia,595 piedmontnave,atlnta,4o48764408,gndian,958
bugsy's dinr Restaurant,3555 lasmvegas blvd s,laqs vegas,702/733-317,coffee shps/diners,431,bugsys dinr restaurant,3555 lasmvegas blvd s,laqs vegas,702733317,coffee shpsdiners,550
Benita'SyFrites,1433 third st. promenadm,sanrta monica,311-4582889,mfast food,538,benitasyfrites,1433 third st promenadm,sanrta monica,3114582889,mfast food,26
apple aan  thu,10801 Wa. PICO BLVD.,rwest la,310 475 358,americxan,534,apple aan thu,10801 wa pico blvd,rwest la,310 475 358,americxan,461
Mrifune,1737post st.,san fraencisco,415922 0337,apanese,107,mrifune,1737post st,san fraencisco,415922 0337,apanese,241
Arnue Morton'S Of Chicago,435 s. la cienega blovd.,los ngeles,310-246-150y5,teakhouses,0,arnue mortons of chicago,435 s la cienega blovd,los ngeles,310246150y5,teakhouses,959
worlvd wrappa,2257 chystnut st.,can francisco,415s/563-9729,amewrican,526,worlvd wrappa,2257 chystnut st,can francisco,415s5639729,amewrican,960
brasserie lv coze,3393 peachtbree rd.,awlanta,404-266-f1440,french bisro,77,brasserie lv coze,3393 peachtbree rd,awlanta,404266f1440,french bisro,798
roettelle a. q,126 e. 7th st.  between ostz ave. and ave. a,new yrk,212/674x-4140,continetal,336,roettelle a q,126 e 7th st between ostz ave and ave a,new yrk,212674x4140,continetal,431
arnie morton'stof chicaga,435 s. la ciemega blvd.,lous angeles,310-246u1501,stekhouses,0,arnie mortonstof chicaga,435 s la ciemega blvd,lous angeles,310246u1501,stekhouses,765
marquet patisserie Restaurjant,15 . 12Tm ST.  BETWEEN 5TH AVE. AND UNIVERSITY PL.,new yok,212/t29 9313,coffee ba,303,marquet patisserie restaurjant,15 12tm st between 5th ave and university pl,new yok,212t29 9313,coffee ba,235
brothervs-bar-b-q,225 varick s at clarkston st,new tyork,212/72r-2775,aerican,194,brothervsbarbq,225 varick s at clarkston st,new tyork,21272r2775,aerican,961
restaurant  ritz-carlton d atlanta,181 peactree st.,tlanta,404f659-0400,cobtinental,91,restaurant ritzcarlton d atlanta,181 peactree st,tlanta,404f6590400,cobtinental,618
o Jo,160 e. z64th st.,new yor,212/2235652,merican,38,o jo,160 e z64th st,new yor,2122235652,merican,369
firshouse,522 columbus avte.  betweqn 85th and 86th sts.,new yorlk,212/59r5-3139,merican,242,firshouse,522 columbus avte betweqn 85th and 86th sts,new yorlk,21259r53139,merican,334
dining-room-t-ritz-carlton--buckhed,334 peachtree rd.,atlrnta,404237-2701,internatiopal,90,diningroomtritzcarltonbuckhed,334 peachtree rd,atlrnta,4042372701,internatiopal,679
La Coe Basque,60 w. 5th st.  between 5th and 6th av.,nw york,212-68c8-6525,frwnch,40,la coe basque,60 w 5th st between 5th and 6th av,nw york,21268c86525,frwnch,448
ben benson's Rstaurant,123 ew. 52nd st.,zew york,212/581o-8889,amercican,187,ben bensons rstaurant,123 ew 52nd st,zew york,212581o8889,amercican,367
cucina-di-eesce,87 e. furth st.,neww york city,212-260-604,seaffod,608,cucinadieesce,87 e furth st,neww york city,212260604,seaffod,516
Jimmy Sunl'S,219 e. 44th sqt.  between 2nd and frd aves.,ew york,212-682-567i8,asan,274,jimmy sunls,219 e 44th sqt between 2nd and frd aves,ew york,212682567i8,asan,962
chez melaxge,1716 ph,redondobeach,31n0-540-1222,ecrectic,548,chez melaxge,1716 ph,redondobeach,31n05401222,ecrectic,232
corner bizstre,331w.ffourthst.,new york cicy,212-242-950z2,hambugers,606,corner bizstre,331wffourthst,new york cicy,212242950z2,hambugers,741
good penough to eat,483msterdamave.,net york city,212-h496-0163,amtrican,613,good penough to eat,483msterdamave,net york city,212h4960163,amtrican,882
Manonra,t226 mission st.,ssan francisco,415/861 6k224,amsian,494,manonra,t226 mission st,ssan francisco,415861 6k224,amsian,868
brnards,515 S. OlIVE ST.,los angelex,213-6i12-1580,continenta,539,brnards,515 s olive st,los angelex,2136i121580,continenta,570
trn di noa,383h cross creek rd.,lns angeles,3u10/456 0169,talian,168,trn di noa,383h cross creek rd,lns angeles,3u10456 0169,talian,318
sea gril Restaurant,19 gw. 49th st.,newd york,212/332-760,seafopd,345,sea gril restaurant,19 gw 49th st,newd york,212332760,seafopd,942
OBBY & JUNE'S KOUNTRY KITCHEN,p7514thst.,atlnta,404-876-387q2,southern/usoul,680,obby junes kountry kitchen,p7514thst,atlnta,404876387q2,southernusoul,580
yayacuisine Restaurant,12p0 9th ave.,san rancisco,415-56-6966,greek and middle eatern,529,yayacuisine restaurant,12p0 9th ave,san rancisco,415566966,greek and middle eatern,411
french quarter food shop Restaurhnt,923 peachtree st  at 8th st.,atslanta,4a04-875-2489,soutahern,396,french quarter food shop restaurhnt,923 peachtree st at 8th st,atslanta,4a048752489,soutahern,311
antoniow's,3700w.flaming,las veas,702-252-77o7,itolian,423,antoniows,3700wflaming,las veas,70225277o7,itolian,909
maxch,405e 58th st,nedw york,212-54-6272,americwn,46,maxch,405e 58th st,nedw york,212546272,americwn,398
ritzcarlton-restaurant-ant-dining-room,60 stockton st.,san franisco,415/m96-7469,amefrican,110,ritzcarltonrestaurantantdiningroom,60 stockton st,san franisco,415m967469,amefrican,86
brookhaven-caf,4274peachtreer.,atlwanta,404-231-59y07,vegetariabn,682,brookhavencaf,4274peachtreer,atlwanta,40423159y07,vegetariabn,191
stefanoa,12p9 fremont st.,lasjvegas,702-385e-7111,italitan,672,stefanoa,12p9 fremont st,lasjvegas,702385e7111,italitan,712
morton's of chiycago (atlanta),303 peachtree st vne,atlata,40 577 4366,steakhuses,704,mortons of chiycago atlanta,303 peachtree st vne,atlata,40 577 4366,steakhuses,628
janz's family restaurant Restaturant,8424beverlyblvdw.,a,213-65s1-2866,coffee smhops,557,janzs family restaurant restaturant,8424beverlyblvdw,a,21365s12866,coffee smhops,963
ptrossian,182w. 58th st.,new yorq,21k/245 2214,frenchh,52,ptrossian,182w 58th st,new yorq,21k245 2214,frenchh,631
xunhta,174 1st ave.  between e0h and 11th sts.,gnew york,12-614-0620,mediterrnean,376,xunhta,174 1st ave between e0h and 11th sts,gnew york,126140620,mediterrnean,777
rpublia,37aunaonsq.wbetween1thand17thsts.,ew york,212/627-71h1,fasian,335,rpublia,37aunaonsqwbetween1thand17thsts,ew york,21262771h1,fasian,877
feast from cthe east Restaurant,1949westwodblvd.,est la,311-45-0400,chiese,553,feast from cthe east restaurant,1949westwodblvd,est la,311450400,chiese,964
ca'buea,346qs. la brea ave.,lost angeles,21d3-938-2863,talian,118,cabuea,346qs la brea ave,lost angeles,21d39382863,talian,656
Kamlgawa,3300 peachtreerd.  grand hyatt,atlantta,40u4/841 0314,uasian,401,kamlgawa,3300 peachtreerd grand hyatt,atlantta,40u4841 0314,uasian,845
awthorne lane,22 hawthorn st.,san frncisco,415e777-9779,amereican,102,awthorne lane,22 hawthorn st,san frncisco,415e7779779,amereican,97
PALACE mOURT,3570lasvegasblrd.s.,las vezgas,702h731-7110,frwnch (new),70,palace mourt,3570lasvegasblrds,las vezgas,702h7317110,frwnch new,965
R.J.'S dptown Kitchen & Wine Bar,870 n.highland ave.,atlanoa,404/85 7775,aerican,413,rjs dptown kitchen wine bar,870 nhighland ave,atlanoa,40485 7775,aerican,285
cfez micheu,80 northpoint,san francisc,415-775-036,frenc,99,cfez micheu,80 northpoint,san francisc,415775036,frenc,128
San Fancisco Bbq,13218thst.,ssan francisco,415 431 896,fthai,744,san fancisco bbq,13218thst,ssan francisco,415 431 896,fthai,532
stage deli Reutaurant,834 7th ave.  bevween 53rd anxd 54th sts.,kew york,12-245-7850,belicatessen,352,stage deli reutaurant,834 7th ave bevween 53rd anxd 54th sts,kew york,122457850,belicatessen,871
khan oke thai house,5937gearyblvd,sao francisco,415-668-654,tai,103,khan oke thai house,5937gearyblvd,sao francisco,415668654,tai,57
kofkomo cafe Restaurant,633d3w.thirdst.,hla,213-93p-0773,amrican,566,kofkomo cafe restaurant,633d3wthirdst,hla,21393p0773,amrican,399
BERTOLIhNI'S,3500 peachtre rd  phipps plaza,qtlanta,404v233-2338,italtian,385,bertolihnis,3500 peachtre rd phipps plaza,qtlanta,404v2332338,italtian,966
GqYLORD'S,GHIRARDEjLI SQ.,san francizsco,415/7718822,ayian,472,gqylords,ghirardejli sq,san francizsco,4157718822,ayian,967
csland spici,402vw. 44th st.,new yprk city,212-7d65-1737,caribbeab,37,csland spici,402vw 44th st,new yprk city,2127d651737,caribbeab,954
sanpnpo,1g02 post st.,san fracncisco,i415/346 3486,asiln,510,sanpnpo,1g02 post st,san fracncisco,i415346 3486,asiln,968
L'ASINTHE,227 e. 67hh st.,nerw york,212/794-950,rench,277,lasinthe,227 e 67hh st,nerw york,212794950,rench,969
pinot-bisro,12969 venura blvd.,los anngeles,818/90-0500,frkench,18,pinotbisro,12969 venura blvd,los anngeles,818900500,frkench,281
north ipndia,313 webster st.,sankfrancisco,n15-931-1556,asilan,499,north ipndia,313 webster st,sankfrancisco,n159311556,asilan,970
LkORANGERIE,90j3 n. la cienega blvd.,los tngeles,30/652-9779,frenzch,11,lkorangerie,90j3 n la cienega blvd,los tngeles,306529779,frenzch,971
the coefee poa,350 9th ve. at 49th st.,newyork,212/265o3566,coffee xbar,360,the coefee poa,350 9th ve at 49th st,newyork,212265o3566,coffee xbar,972
piero's restauran,355y convention center dr.,las vgas,702-36x9-2305,italia,669,pieros restauran,355y convention center dr,las vgas,70236x92305,italia,332
CdMPANILE,624 S. LA BREA bAVE.,os angeles,21-938-1447,aderican,4,cdmpanile,624 s la brea bave,os angeles,219381447,aderican,973
mangia e bvi,800 9th ave. at 53ard st.,ew york,21l2/956-3975,imtalian,299,mangia e bvi,800 9th ave at 53ard st,ew york,21l29563975,imtalian,600
corner bistryo,331w.fouthst.,new york city,212-242-95q03,hamburgehs,606,corner bistryo,331wfouthst,new york city,21224295q03,hamburgehs,741
aquvit,13 w.k 54th st.,new qyork,212/307p-7311,contknental,24,aquvit,13 wk 54th st,new qyork,212307p7311,contknental,974
cafe--ritz-carlton--uckhead,3434 peawhtree rd.,atlantca,404-2372700,ext 6108 intirnational,89,caferitzcarltonuckhead,3434 peawhtree rd,atlantca,4042372700,ext 6108 intirnational,679
rj'sthe-rib-joint,2m52n.beverlydr.,los angelej,310/274 742,americtan,158,rjstheribjoint,2m52nbeverlydr,los angelej,310274 742,americtan,201
scala's bistro Restauant,432 powelkl st,san francico,415-395-85w55,ixalian,511,scalas bistro restauant,432 powelkl st,san francico,41539585w55,ixalian,470
cafn-renaissance,7050 jimmy carter blvd norcross,tlanta,70-441--0291,amrican,387,cafnrenaissance,7050 jimmy carter blvd norcross,tlanta,704410291,amrican,626
matshisa,129 N. LA CIENEGA ByLVD.,beerly hills,30/659 9639,asan,14,matshisa,129 n la cienega bylvd,beerly hills,30659 9639,asan,865
mavlli palaci,46 e. 29eh st.,new oyork,212h-679-5535,asibn,306,mavlli palaci,46 e 29eh st,new oyork,212h6795535,asibn,786
Cafe Cn Leche,424lamsterdam ave.,new york uity,212595-7000,cuba,605,cafe cn leche,424lamsterdam ave,new york uity,2125957000,cuba,611
tommu's,2575 BEVERLY mBLVD.,lw,213-389-906p,hamburvers,598,tommus,2575 beverly mblvd,lw,213389906p,hamburvers,975
nbristol farmns market cafe Restaurant,1570 osecrans ave s,gasadena,10-643-5229,califonian,543,nbristol farmns market cafe restaurant,1570 osecrans ave s,gasadena,106435229,califonian,254
kuleo'i,221ptwellst.,san frncisco,41n/397 7720,talian,488,kuleoi,221ptwellst,san frncisco,41n397 7720,talian,976
delectabes,1 margaret mtchell sq.,atlata,p404 681 2909,cafeterzas,80,delectabes,1 margaret mtchell sq,atlata,p404 681 2909,cafeterzas,424
fetast Restaurant,2411w.saharaaveu.,ls vegas,702/367-241,bffets,439,fetast restaurant,2411wsaharaaveu,ls vegas,702367241,bffets,172
emeril's new orlewans fish house,3799 las vegas blvs s,lasvegas,7t2 891 7374,safood,659,emerils new orlewans fish house,3799 las vegas blvs s,lasvegas,7t2 891 7374,safood,733
soto Reswtaurant,3330piecmontrd.,avtlanta,40-233-2005,japanzse,714,soto reswtaurant,3330piecmontrd,avtlanta,402332005,japanzse,612
el chglo,1121 s. wester ave.,lous angeles,21/734 2773,mexkcan,134,el chglo,1121 s wester ave,lous angeles,21734 2773,mexkcan,977
vivandre porta via,2125 FIrLMORE ST.,sa francisco,415/346 44t30,italsan,524,vivandre porta via,2125 firlmore st,sa francisco,415346 44t30,italsan,978
Terpesa'S,o0 montague st.,qieens,718-52s0-2910,polisx,647,terpesas,o0 montague st,qieens,71852s02910,polisx,67
dmel's drive-in Restaurant,3355bgeary st,san francinco,415-38f7-2244,hamburgrs,739,dmels drivein restaurant,3355bgeary st,san francinco,41538f72244,hamburgrs,312
stvaro,150 sredwood alley,sanq francisco,415/86-7826,amerucan,514,stvaro,150 sredwood alley,sanq francisco,415867826,amerucan,582
helmanm,430 kBROADWAY,sany francisco,415v-362-0641,greek and cmiddle eastern,479,helmanm,430 kbroadway,sany francisco,415v3620641,greek and cmiddle eastern,979
shun-lee-wegt,43 w 5th st,nea york,212/371-88s48,asifn,60,shunleewegt,43 w 5th st,nea york,21237188s48,asifn,980
hardcrock-cafe,8600 beverlqy blvd.,los angelhes,3y11/276-7605,amferican,137,hardcrockcafe,8600 beverlqy blvd,los angelhes,3y112767605,amferican,467
YANK SIiG,42 battery st.,san franciksco,415-541-494w9,sasian,528,yank siig,42 battery st,san franciksco,415541494w9,sasian,85
